name,symbol,slug,first_historical_data,last_historical_data,history_has_been_saved
Uranus,URAC,uranus,2019-07-12T19:09:03.000Z,2020-12-02T13:24:11.000Z,0
Spiking,SPIKE,spiking,2019-07-15T15:34:13.000Z,2020-12-02T13:24:07.000Z,0
Switch,ESH,switch,2020-04-20T02:29:09.000Z,2020-12-02T13:24:02.000Z,0
x42 Protocol,X42,x42-protocol,2019-09-20T03:29:14.000Z,2020-12-02T13:24:02.000Z,0
qiibee,QBX,qiibee,2019-07-18T17:34:12.000Z,2020-12-02T13:24:02.000Z,0
TranslateMe Network Token,TMN,translateme-network-token,2019-07-18T17:34:12.000Z,2020-12-02T13:24:02.000Z,0
FLETA,FLETA,fleta,2019-07-16T18:34:10.000Z,2020-12-02T13:24:02.000Z,0
FUZE Token,FUZE,fuze-token,2020-01-03T02:24:10.000Z,2020-12-02T13:24:02.000Z,0
CoinMetro Token,XCM,coinmetro-token,2019-08-01T22:44:09.000Z,2020-12-02T13:24:02.000Z,0
En-Tan-Mo,ETM,en-tan-mo,2019-09-11T02:24:08.000Z,2020-12-02T13:24:02.000Z,0
NPCoin,NPC,npcoin,2019-07-24T18:44:10.000Z,2020-12-02T13:24:02.000Z,0
Eco Value Coin,EVC,eco-value-coin,2020-09-08T05:29:12.000Z,2020-12-02T13:24:02.000Z,0
UNI COIN,UNI,uni-coin,2019-07-17T19:09:03.000Z,2020-12-02T13:24:02.000Z,0
Golden Token,GOLD,golden-token,2019-07-19T19:39:11.000Z,2020-12-02T13:24:02.000Z,0
Pivot Token,PVT,pivot-token,2019-07-17T19:09:03.000Z,2020-12-02T13:24:02.000Z,0
TOKPIE,TKP,tokpie,2019-10-11T06:19:13.000Z,2020-12-02T13:24:02.000Z,0
ForTube,FOR,the-force-protocol,2019-07-17T19:09:03.000Z,2020-12-02T13:24:02.000Z,0
VinDax Coin,VD,vindax-coin,2019-07-17T19:14:09.000Z,2020-12-02T13:24:02.000Z,0
Prometeus,PROM,prometeus,2019-07-17T19:14:09.000Z,2020-12-02T13:24:02.000Z,0
Sapphire,SAPP,sapphire,2020-03-21T00:29:11.000Z,2020-12-02T13:24:02.000Z,0
Counos Coin,CCA,counos-coin,2019-12-10T00:34:04.000Z,2020-12-02T13:24:02.000Z,0
EOS TRUST,EOST,eos-trust,2019-07-17T19:14:09.000Z,2020-12-02T13:24:02.000Z,0
NOIZ,NOIZ,noizchain,2019-07-17T19:14:09.000Z,2020-12-02T13:24:02.000Z,0
EXOR,EXOR,exor,2020-05-25T21:04:15.000Z,2020-12-02T13:24:02.000Z,0
BOOM,BOOM,boom,2019-07-23T21:29:05.000Z,2020-12-02T13:24:02.000Z,0
Bitsten Token,BST,bitsten-token,2020-05-08T21:39:07.000Z,2020-12-02T13:24:02.000Z,0
YottaChain,YTA,yottachain,2019-08-09T21:49:13.000Z,2020-12-02T13:24:02.000Z,0
Akropolis,AKRO,akropolis,2019-07-19T03:39:03.000Z,2020-12-02T13:24:02.000Z,0
Veles,VLS,veles,2020-02-23T21:54:05.000Z,2020-12-02T13:24:02.000Z,0
Magic Cube Coin,MCC,magic-cube-coin,2019-07-19T19:14:11.000Z,2020-12-02T13:24:02.000Z,0
WinStars.live,WNL,winstars-live,2019-07-19T19:14:11.000Z,2020-12-02T13:24:02.000Z,0
Brazilian Digital Token,BRZ,brz,2019-07-19T21:19:11.000Z,2020-12-02T13:24:02.000Z,0
Bitcoin Fast,BTCF,bitcoin-fast,2019-09-20T04:09:14.000Z,2020-12-02T13:24:03.000Z,0
Cubiex,CBIX,cubiex,2019-07-22T19:54:07.000Z,2020-12-02T13:24:02.000Z,0
TrueFeedBack,TFB,truefeedback,2019-09-25T16:04:14.000Z,2020-12-02T13:24:02.000Z,0
GLOBEX,GEX,globex,2020-08-24T01:39:23.000Z,2020-12-02T13:24:03.000Z,0
CryptoVerificationCoin,CVCC,cryptoverificationcoin,2019-07-23T20:44:09.000Z,2020-12-02T13:24:02.000Z,0
Asian Dragon,AD,asian-dragon,2019-08-15T22:09:04.000Z,2020-12-02T13:24:02.000Z,0
ImageCoin,IMG,imagecoin,2019-07-23T20:44:09.000Z,2020-12-02T13:24:03.000Z,0
THORChain,RUNE,thorchain,2019-07-23T20:44:09.000Z,2020-12-02T13:24:03.000Z,0
Bitcoin Token,BTCT,bitcoin-token,2019-07-23T20:44:09.000Z,2020-12-02T13:24:02.000Z,0
Ycash,YEC,ycash,2020-03-25T23:19:04.000Z,2020-12-02T13:24:03.000Z,0
Storeum,STO,storeum,2019-07-24T18:39:04.000Z,2020-12-02T13:24:02.000Z,0
TerraCredit,CREDIT,credit,2019-07-24T18:44:10.000Z,2020-12-02T13:24:03.000Z,0
Realio Network,RIO,realio-network,2020-06-25T22:34:10.000Z,2020-12-02T13:24:03.000Z,0
Bitrue Coin,BTR,bitrue-coin,2019-07-25T19:04:10.000Z,2020-12-02T13:24:02.000Z,0
Terra,LUNA,terra-luna,2019-07-26T01:09:11.000Z,2020-12-02T13:24:03.000Z,0
Levolution,LEVL,levolution,2019-07-26T19:34:14.000Z,2020-12-02T13:24:03.000Z,0
BitcoinRegular,BTRL,bitcoinregular,2020-07-07T03:19:28.000Z,2020-12-02T13:24:03.000Z,0
SkyMap,SKYM,skymap,2020-05-25T21:04:15.000Z,2020-12-02T13:24:03.000Z,0
Dapp Token,DAPPT,dapp-token,2019-07-26T20:29:10.000Z,2020-12-02T13:24:03.000Z,0
CPUchain,CPU,cpuchain,2019-09-02T06:29:13.000Z,2020-12-02T13:24:03.000Z,0
DDKoin,DDK,ddkoin,2019-07-29T15:29:13.000Z,2020-12-02T13:24:03.000Z,0
GoWithMi,GMAT,gowithmi,2019-07-29T15:29:13.000Z,2020-12-02T13:24:03.000Z,0
Safex Cash,SFX,safex-cash,2019-11-04T23:09:05.000Z,2020-12-02T13:24:03.000Z,0
Binance GBP Stable Coin,BGBP,binance-gbp-stable-coin,2019-07-29T15:29:13.000Z,2020-12-02T13:24:03.000Z,0
Volume Network,VOL,volume-network,2019-07-29T15:39:07.000Z,2020-12-02T13:24:03.000Z,0
Coinchase Token,CCH,coinchase,2019-08-06T22:34:10.000Z,2020-12-02T13:24:03.000Z,0
Ultra,UOS,ultra,2019-07-30T20:54:13.000Z,2020-12-02T13:24:03.000Z,0
Multicoin,MTCN,multicoin,2020-08-20T22:44:12.000Z,2020-12-02T13:24:03.000Z,0
NOIA Network,NOIA,noia-network,2019-07-31T21:34:06.000Z,2020-12-02T13:24:03.000Z,0
Dynamite,DYNMT,dynamite,2019-08-21T22:44:04.000Z,2020-12-02T13:24:03.000Z,0
LNX Protocol,LNX,lnx-protocol,2019-07-31T21:39:04.000Z,2020-09-23T03:19:07.000Z,0
FTX Token,FTT,ftx-token,2019-07-31T21:39:04.000Z,2020-12-02T13:24:03.000Z,0
Pledge Coin,PLG,pledge-coin,2019-08-24T00:34:08.000Z,2020-12-02T13:24:03.000Z,0
ShareToken,SHR,sharetoken,2019-11-26T02:44:13.000Z,2020-12-02T13:24:03.000Z,0
Swace,SWACE,swace,2019-08-01T21:24:09.000Z,2020-12-02T13:24:03.000Z,0
ChainX,PCX,chainx,2019-08-01T21:24:09.000Z,2020-12-02T13:24:03.000Z,0
Opennity,OPNN,opennity,2019-08-01T21:24:10.000Z,2020-12-02T13:24:03.000Z,0
Xenoverse,XENO,xenoverse,2019-08-01T21:24:09.000Z,2020-12-02T13:24:03.000Z,0
WINk,WIN,wink,2019-08-01T21:19:06.000Z,2020-12-02T13:24:03.000Z,0
Birdchain,BIRD,birdchain,2019-08-02T22:14:12.000Z,2020-12-02T13:24:03.000Z,0
MB8 Coin,MB8,mb8-coin,2019-08-21T22:49:13.000Z,2020-12-02T13:24:03.000Z,0
Equilibria,XEQ,equilibria,2020-10-14T09:05:00.000Z,2020-12-02T13:25:03.000Z,0
LinkToken,LTK,linktoken,2019-08-02T22:14:12.000Z,2020-12-02T13:24:03.000Z,0
Uptrennd,1UP,uptrennd,2019-08-05T22:44:05.000Z,2020-12-02T13:24:03.000Z,0
Agrocoin,AGRO,agrocoin,2019-08-05T22:49:10.000Z,2020-09-23T03:19:07.000Z,0
Eminer,EM,eminer,2019-08-22T22:34:11.000Z,2020-12-02T13:24:03.000Z,0
BOSAGORA,BOA,bosagora,2019-08-05T22:49:10.000Z,2020-12-02T13:24:03.000Z,0
General Attention Currency,XAC,general-attention-currency,2019-08-06T22:29:05.000Z,2020-12-02T13:24:03.000Z,0
1Million Token,1MT,1million-token,2020-05-05T21:24:12.000Z,2020-12-02T13:24:03.000Z,0
Mcashchain,MCASH,mcashchain,2019-08-07T15:59:05.000Z,2020-12-02T13:24:03.000Z,0
Crex Token,CREX,crex-token,2019-09-17T22:34:14.000Z,2020-12-02T13:24:03.000Z,0
Ferrum Network,FRM,ferrum-network,2019-08-29T10:39:11.000Z,2020-12-02T13:24:03.000Z,0
Yobit Token,YO,yobit-token,2019-09-03T23:34:04.000Z,2020-12-02T13:24:03.000Z,0
LHT,LHT,lighthouse-token,2019-09-16T05:04:13.000Z,2020-12-02T13:24:03.000Z,0
Helpico,HELP,helpico,2019-08-08T22:24:12.000Z,2020-12-02T13:24:03.000Z,0
Membrana,MBN,membrana,2019-08-08T22:24:12.000Z,2020-12-02T13:24:03.000Z,0
EveriToken,EVT,everitoken,2019-08-12T22:44:08.000Z,2020-12-02T13:24:03.000Z,0
Bitcloud Pro,BPRO,bitcloud-pro,2019-08-12T22:44:08.000Z,2020-12-02T13:24:03.000Z,0
Custody Token,CUST,custody-token,2019-08-12T22:44:08.000Z,2020-12-02T13:24:03.000Z,0
PLANET,PLA,planet,2019-08-28T23:29:13.000Z,2020-12-02T13:24:03.000Z,0
CITEX Token,CTT,citex-token,2020-04-22T02:29:13.000Z,2020-12-02T13:24:03.000Z,0
CCUniverse,UVU,ccuniverse,2019-12-11T20:59:13.000Z,2020-12-02T13:24:03.000Z,0
Enecuum,ENQ,enecuum,2019-08-13T23:09:04.000Z,2020-12-02T13:24:03.000Z,0
Blacknet,BLN,blacknet,2020-04-22T02:29:13.000Z,2020-09-23T03:19:07.000Z,0
Simone,SON,simone,2019-08-29T20:44:11.000Z,2020-12-02T13:24:03.000Z,0
ZeuxCoin,ZUC,zeuxcoin,2019-08-14T23:59:13.000Z,2020-12-02T13:24:03.000Z,0
DeepCloud AI,DEEP,deepcloud-ai,2019-08-20T01:49:10.000Z,2020-12-02T13:24:03.000Z,0
Stellar Classic,XLMX,stellar-classic,2019-08-15T22:04:07.000Z,2020-12-02T13:24:03.000Z,0
CryptoBonusMiles,CBM,cryptobonusmiles,2019-09-03T23:59:05.000Z,2020-12-02T13:24:03.000Z,0
Hintchain,HINT,hintchain,2019-08-16T23:19:13.000Z,2020-12-02T13:24:03.000Z,0
CryptoAds Marketplace,CRAD,cryptoads-marketplace,2019-09-03T08:44:04.000Z,2020-12-02T13:24:03.000Z,0
Klaytn,KLAY,klaytn,2020-03-30T04:19:07.000Z,2020-12-02T13:24:03.000Z,0
Bitball Treasure,BTRS,bitball-treasure,2019-11-04T23:19:12.000Z,2020-12-02T13:24:03.000Z,0
Spice,SPICE,spice,2020-04-27T21:49:20.000Z,2020-12-02T13:24:03.000Z,0
Aitheon,ACU,aitheon,2019-09-12T09:04:05.000Z,2020-12-02T13:24:03.000Z,0
UltrAlpha,UAT,ultralpha,2019-12-26T21:24:13.000Z,2020-12-02T13:24:03.000Z,0
BitCanna,BCNA,bitcanna,2020-10-27T03:15:00.000Z,2020-12-02T13:25:03.000Z,0
Ritocoin,RITO,ritocoin,2020-04-27T21:49:20.000Z,2020-12-02T13:24:03.000Z,0
Monarch,MT,monarch,2019-08-20T22:49:12.000Z,2020-10-23T03:14:00.000Z,0
NewYork Exchange,NYE,newyork-exchange,2019-08-20T22:49:13.000Z,2020-12-02T13:24:03.000Z,0
GateToken,GT,gatetoken,2019-08-26T14:49:06.000Z,2020-12-02T13:24:03.000Z,0
Taklimakan Network,TAN,taklimakan-network,2019-09-04T02:59:10.000Z,2020-12-02T13:24:03.000Z,0
Sessia,KICKS,sessia,2019-08-21T22:44:04.000Z,2020-12-02T13:24:03.000Z,0
Cocos-BCX,COCOS,cocos-bcx,2019-08-21T16:29:13.000Z,2020-12-02T13:24:03.000Z,0
Defi,DEFI,defi,2019-08-22T22:34:11.000Z,2020-12-02T13:24:03.000Z,0
DECOIN,DTEP,decoin,2019-09-06T19:49:14.000Z,2020-12-02T13:24:03.000Z,0
Swipe,SXP,swipe,2019-08-26T14:49:06.000Z,2020-12-02T13:24:03.000Z,0
12Ships,TSHP,12ships,2019-08-26T20:14:10.000Z,2020-12-02T13:24:03.000Z,0
BHEX Token,BHT,bhex-token,2019-08-26T14:49:06.000Z,2020-12-02T13:24:03.000Z,0
BitForex Token,BF,bitforex-token,2019-08-31T00:04:14.000Z,2020-12-02T13:24:03.000Z,0
DABANKING,DAB,dabanking,2019-08-28T06:09:11.000Z,2020-12-02T13:24:03.000Z,0
Lukki Operating Token,LOT,lukki-operating-token,2019-08-26T19:54:08.000Z,2020-12-02T13:24:03.000Z,0
ZENZO,ZNZ,zenzo,2019-08-26T19:54:08.000Z,2020-12-02T13:24:03.000Z,0
Jobchain,JOB,jobchain,2019-12-23T04:19:14.000Z,2020-12-02T13:24:03.000Z,0
IOEX,IOEX,ioex,2019-08-26T14:54:07.000Z,2020-12-02T13:24:03.000Z,0
EMOGI Network,LOL,emogi-network,2019-08-26T14:59:14.000Z,2020-12-02T13:24:03.000Z,0
Krypton Galaxy Coin,KGC,krypton-galaxy-coin,2019-08-26T19:54:08.000Z,2020-12-02T13:24:03.000Z,0
Nibble,NBXC,nibble,2020-06-02T20:44:10.000Z,2020-12-02T13:24:03.000Z,0
Perlin,PERL,perlin,2019-08-26T14:49:06.000Z,2020-12-02T13:24:03.000Z,0
Ladder Network Token,LAD,ladder-network-token,2019-08-27T03:39:06.000Z,2020-12-02T13:24:03.000Z,0
Netbox Coin,NBX,netbox-coin,2019-09-09T03:24:06.000Z,2020-12-02T13:24:03.000Z,0
Rapidz,RPZX,rapidz,2019-10-17T23:19:12.000Z,2020-12-02T13:24:03.000Z,0
Tokoin,TOKO,tokoin,2019-08-28T23:04:13.000Z,2020-12-02T13:24:03.000Z,0
VideoCoin,VID,videocoin,2019-08-28T23:09:14.000Z,2020-12-02T13:24:03.000Z,0
Tutor's Diary,TUDA,tutors-diary,2019-10-18T23:24:05.000Z,2020-12-02T13:24:03.000Z,0
BitcoinSoV,BSOV,bitcoinsov,2020-06-19T22:59:24.000Z,2020-12-02T13:24:03.000Z,0
UNICORN Token,UNI,unicorn-token,2019-10-21T06:44:09.000Z,2020-12-02T13:24:03.000Z,0
Cryptocean,CRON,cryptocean,2019-09-02T05:34:11.000Z,2020-12-02T13:24:04.000Z,0
Vidulum,VDL,vidulum,2020-05-26T02:24:16.000Z,2020-12-02T13:24:03.000Z,0
Junsonmingchncoin,JMC,junsonmingchncoin,2020-06-22T01:09:18.000Z,2020-12-02T13:24:03.000Z,0
Bitscoin,BTCX,bitscoin,2020-05-19T01:04:04.000Z,2020-12-02T13:24:03.000Z,0
ImageCash,IMGC,imagecash,2020-04-27T21:49:20.000Z,2020-12-02T13:24:04.000Z,0
Aeryus,AER,aeryus,2020-06-23T01:29:20.000Z,2020-12-02T13:24:03.000Z,0
FABRK,FAB,fabrk,2019-09-12T03:54:06.000Z,2020-12-02T13:24:04.000Z,0
Bitpanda Ecosystem Token,BEST,bitpanda-ecosystem-token,2019-10-18T19:24:14.000Z,2020-12-02T13:24:04.000Z,0
Streamit Coin,STREAM,streamit-coin,2019-09-02T05:34:11.000Z,2020-12-02T13:24:04.000Z,0
MixMarvel,MIX,mixmarvel,2019-09-02T07:19:10.000Z,2020-12-02T13:24:03.000Z,0
MYCE,YCE,myce,2020-11-09T02:15:00.000Z,2020-12-02T13:25:04.000Z,0
CaluraCoin,CLC,caluracoin,2020-01-10T01:34:14.000Z,2020-12-02T13:24:04.000Z,0
Daikicoin,DIC,daikicoin,2020-04-20T01:19:11.000Z,2020-12-02T13:24:04.000Z,0
PEPS Coin,PEPS,peps-coin,2020-05-08T21:34:17.000Z,2020-12-02T13:24:04.000Z,0
Korbot,KBOT,korbot,2020-02-04T14:19:06.000Z,2020-12-02T13:24:04.000Z,0
TenUp,TUP,tenup,2020-11-15T21:00:00.000Z,2020-12-02T13:25:05.000Z,0
XDAG,XDAG,xdag,2020-04-27T21:54:02.000Z,2020-12-02T13:24:04.000Z,0
BDCC Bitica COIN,BDCC,bdcc-bitica-coin,2020-08-03T02:59:26.000Z,2020-12-02T13:24:04.000Z,0
xscoin,XSC,xscoin,2020-06-30T00:49:22.000Z,2020-12-02T13:24:04.000Z,0
VNX Exchange,VNXLU,vnx-exchange,2019-12-10T00:44:12.000Z,2020-12-02T13:24:04.000Z,0
VIDY,VIDY,vidy,2019-09-04T09:39:10.000Z,2020-12-02T13:24:04.000Z,0
Vectorspace AI,VXV,vectorspace-ai,2019-12-04T22:24:07.000Z,2020-12-02T13:24:04.000Z,0
Electronero,ETNX,electronero,2020-03-10T00:59:10.000Z,2020-12-02T13:24:04.000Z,0
Tixl,MTXLT,tixl,2019-12-06T23:14:14.000Z,2020-12-02T13:24:04.000Z,0
BidiPass,BDP,bidipass,2019-09-05T03:29:14.000Z,2020-12-02T13:24:04.000Z,0
PirateCash,PIRATE,piratecash,2020-08-19T21:34:21.000Z,2020-12-02T13:24:04.000Z,0
Ormeus Ecosystem,ECO,ormeus-ecosystem,2019-11-19T01:29:09.000Z,2020-12-02T13:24:04.000Z,0
Nestree,EGG,nestree,2019-09-09T05:14:04.000Z,2020-12-02T13:24:04.000Z,0
MineBee,MB,minebee,2019-09-09T17:09:05.000Z,2020-10-23T03:14:00.000Z,0
Xeonbit,XNB,xeonbit,2020-09-28T03:10:00.000Z,2020-12-02T13:25:05.000Z,0
ChronoCoin,CRN,chronocoin,2019-10-15T20:09:14.000Z,2020-12-02T13:24:04.000Z,0
Secure Cash,SCSX,secure-cash,2020-03-02T11:09:09.000Z,2020-12-02T13:24:04.000Z,0
Kahsh,KSH,kahsh,2019-11-02T06:54:07.000Z,2020-10-23T03:14:00.000Z,0
Emirex Token,EMRX,emirex-token,2019-09-10T08:34:12.000Z,2020-12-02T13:24:04.000Z,0
Flits,FLS,flits,2020-06-25T00:29:16.000Z,2020-12-02T13:24:04.000Z,0
Amino Network,AMIO,amino-network,2019-09-10T18:19:07.000Z,2020-12-02T13:24:05.000Z,0
NSS Coin,NSS,nss-coin,2019-09-10T18:34:13.000Z,2020-12-02T13:24:05.000Z,0
VENA,VENA,vena,2019-09-17T23:09:14.000Z,2020-12-02T13:24:04.000Z,0
xCrypt Token,XCT,xcrypt-token,2019-09-10T18:44:13.000Z,2020-10-23T03:14:00.000Z,0
Altbet,ABET,altbet,2020-03-09T00:54:05.000Z,2020-12-02T13:24:04.000Z,0
Midas,MIDAS,midas,2019-10-23T04:29:14.000Z,2020-12-02T13:24:05.000Z,0
Voltz,VOLTZ,voltz,2019-10-24T11:59:10.000Z,2020-12-02T13:24:04.000Z,0
Mchain,MAR,mchain,2020-07-07T03:29:18.000Z,2020-12-02T13:24:04.000Z,0
LINK,LN,link,2020-03-05T00:14:04.000Z,2020-12-02T13:24:05.000Z,0
Abitshadow Token,ABST,abitshadow-token,2020-04-21T23:54:14.000Z,2020-12-02T13:24:05.000Z,0
Decentralized Vulnerability Platform,DVP,decentralized-vulnerability-platform,2019-09-11T19:44:09.000Z,2020-12-02T13:24:04.000Z,0
Davies,DVS,davies,2020-05-25T05:09:03.000Z,2020-12-02T13:24:05.000Z,0
Blur,BLUR,blur,2020-04-14T02:39:14.000Z,2020-12-02T13:24:04.000Z,0
BITTO,BITTO,bitto,2020-04-06T21:09:11.000Z,2020-12-02T13:24:05.000Z,0
Sombe,SBE,sombe,2020-02-25T22:44:09.000Z,2020-12-02T13:24:04.000Z,0
Neeo,NEEO,neeo,2020-11-03T02:40:00.000Z,2020-12-02T13:25:05.000Z,0
Scrypta,LYRA,scrypta,2020-08-04T22:44:15.000Z,2020-12-02T13:24:05.000Z,0
City Coin,CITY,city-coin,2020-01-28T02:04:09.000Z,2020-12-02T13:24:05.000Z,0
01coin,ZOC,01coin,2020-09-21T10:50:39.000Z,2020-12-02T13:25:05.000Z,0
USDX [Lighthouse],USDX,usdx-lighthouse,2019-10-31T20:59:14.000Z,2020-12-02T13:24:05.000Z,0
Tchain,TCH,tchain,2019-09-13T07:24:14.000Z,2020-12-02T13:24:05.000Z,0
UOS Network,UOS,uos-network,2019-09-13T03:39:11.000Z,2020-09-18T01:09:22.000Z,0
DigitalBits,XDB,digitalbits,2019-09-13T04:29:11.000Z,2020-12-02T13:24:05.000Z,0
Oath Protocol,OATH,oath-protocol,2019-09-13T06:54:09.000Z,2020-09-18T01:09:22.000Z,0
LunchMoney,LMY,lunchmoney,2020-06-29T19:59:21.000Z,2020-12-02T13:24:05.000Z,0
ProBit Token,PROB,probit-token,2019-09-13T22:39:12.000Z,2020-12-02T13:24:05.000Z,0
SWYFT,SWYFTT,swyft,2020-02-18T22:44:13.000Z,2020-12-02T13:24:05.000Z,0
Cipher,CPR,cipher,2020-07-07T03:29:18.000Z,2020-12-02T13:24:05.000Z,0
SovranoCoin,SVR,sovranocoin,2020-04-10T05:19:16.000Z,2020-12-02T13:24:05.000Z,0
STK Coin,STK,stk-coin,2020-03-20T01:59:09.000Z,2020-12-02T13:24:05.000Z,0
Akoin,AKN,akoin,2020-11-19T08:15:00.000Z,2020-12-02T13:25:06.000Z,0
CYBR Token,CYBR,cybr-token,2019-09-25T01:09:08.000Z,2020-12-02T13:24:05.000Z,0
dForce USDx,USDX,dforce-usdx,2019-12-30T01:54:13.000Z,2020-12-02T13:24:05.000Z,0
Gomics,GOM,gomics,2019-09-16T03:29:07.000Z,2020-12-02T13:24:05.000Z,0
BOSCore,BOS,boscore,2020-06-23T21:49:16.000Z,2020-12-02T13:24:05.000Z,0
Sierracoin,SIERRA,sierracoin,2020-04-27T22:49:21.000Z,2020-12-02T13:24:05.000Z,0
CryptoBossCoin,CBC,cryptobosscoin,2019-11-01T00:44:08.000Z,2020-12-02T13:24:05.000Z,0
Hedera Hashgraph,HBAR,hedera-hashgraph,2019-09-17T09:14:12.000Z,2020-12-02T13:24:06.000Z,0
Poseidon Network,QQQ,poseidon-network,2019-09-17T02:49:07.000Z,2020-12-02T13:24:05.000Z,0
Beaxy,BXY,beaxy,2019-09-25T02:29:12.000Z,2020-12-02T13:24:05.000Z,0
PUBLISH,NEWS,publish,2019-09-17T07:44:14.000Z,2020-12-02T13:24:05.000Z,0
Telos,TLOS,telos,2019-09-19T05:29:13.000Z,2020-12-02T13:24:06.000Z,0
wave edu coin,WEC,wave-edu-coin,2019-10-11T19:44:14.000Z,2020-12-02T13:24:05.000Z,0
Whole Network,NODE,whole-network,2019-09-26T20:24:08.000Z,2020-12-02T13:24:05.000Z,0
MEXC Token,MEXC,mexc-token,2019-09-19T22:19:14.000Z,2020-12-02T13:24:05.000Z,0
Tepleton,TEP,tepleton,2019-10-08T23:49:10.000Z,2020-12-02T13:24:06.000Z,0
Global Digital Content,GDC,global-digital-content,2019-09-25T03:24:12.000Z,2020-12-02T13:24:05.000Z,0
Band Protocol,BAND,band-protocol,2019-09-18T12:34:06.000Z,2020-12-02T13:24:05.000Z,0
FYDcoin,FYD,fydcoin,2020-02-23T22:04:16.000Z,2020-12-02T13:24:05.000Z,0
Color Platform,CLR,color-platform,2019-10-03T09:59:12.000Z,2020-12-02T13:24:06.000Z,0
Hyper Speed Network,HSN,hyper-speed-network,2019-09-20T02:29:08.000Z,2020-12-02T13:24:05.000Z,0
Rally,RALLY,rally,2019-09-20T03:44:13.000Z,2020-09-18T01:09:22.000Z,0
Binance USD,BUSD,binance-usd,2019-09-20T08:34:14.000Z,2020-12-02T13:24:05.000Z,0
Soverain,SOVE,soverain,2019-09-23T03:09:13.000Z,2020-12-02T13:24:06.000Z,0
Zano,ZANO,zano,2020-01-17T06:54:08.000Z,2020-12-02T13:24:05.000Z,0
Global X Change Token,GXT,global-x-change-token,2019-12-13T22:04:15.000Z,2020-12-02T13:24:05.000Z,0
GAPS,GAP,gaps,2019-09-23T05:04:15.000Z,2020-12-02T13:24:06.000Z,0
Echoin,EC,echoin,2019-09-23T05:34:13.000Z,2020-12-02T13:24:06.000Z,0
Asian-African Capital Chain,ACC,asian-african-capital-chain,2020-01-10T15:44:14.000Z,2020-12-02T13:24:05.000Z,0
Rivex,RVX,rivex,2020-05-11T01:39:06.000Z,2020-12-02T13:24:05.000Z,0
CoinHe Token,CHT,coinhe-token,2019-10-19T00:14:07.000Z,2020-12-02T13:24:05.000Z,0
Rupiah Token,IDRT,rupiah-token,2019-09-24T06:09:09.000Z,2020-12-02T13:24:06.000Z,0
BonusCloud,BXC,bonuscloud,2019-09-24T12:44:15.000Z,2020-12-02T13:24:05.000Z,0
Banano,BAN,banano,2020-01-22T04:29:06.000Z,2020-12-02T13:24:05.000Z,0
PAX Gold,PAXG,pax-gold,2019-09-26T02:29:13.000Z,2020-12-02T13:24:06.000Z,0
Nexxo,NEXXO,nexxo,2019-09-27T02:29:13.000Z,2020-12-02T13:24:06.000Z,0
Colletrix,CIPX,colletrix,2019-09-27T02:39:07.000Z,2020-12-02T13:24:05.000Z,0
XcelToken Plus,XLAB,xceltoken-plus,2019-09-27T03:39:13.000Z,2020-12-02T13:24:05.000Z,0
AmonD,AMON,amond,2019-09-28T11:09:13.000Z,2020-12-02T13:24:05.000Z,0
Business Credit Substitute,BCS,business-credit-substitute,2019-09-30T03:24:13.000Z,2020-12-02T13:24:06.000Z,0
Tokenize Xchange,TKX,tokenize-xchange,2020-09-23T01:20:00.000Z,2020-12-02T13:25:06.000Z,0
ITO Utility Token,IUT,ito-utility-token,2020-10-22T08:35:00.000Z,2020-12-02T13:25:06.000Z,0
Quiztok,QTCON,quiztok,2020-04-28T22:14:12.000Z,2020-12-02T13:24:06.000Z,0
Velas,VLX,velas,2019-10-03T02:34:08.000Z,2020-12-02T13:24:06.000Z,0
Dimension Chain,EON,dimension-chain,2019-10-04T08:19:09.000Z,2020-12-02T13:24:05.000Z,0
Bit Trust System,BIUT,bit-trust-system,2019-12-24T02:44:10.000Z,2020-12-02T13:24:06.000Z,0
Versess Coin,VERS,versess-coin,2019-10-10T05:34:12.000Z,2020-12-02T13:24:06.000Z,0
CUTcoin,CUT,cutcoin,2019-11-19T01:14:10.000Z,2020-12-02T13:24:06.000Z,0
INLOCK,ILK,inlock,2019-11-01T00:34:15.000Z,2020-12-02T13:24:05.000Z,0
Robonomics.network,XRT,robonomics-network,2020-06-08T01:09:15.000Z,2020-12-02T13:24:05.000Z,0
dForce,DF,dforce,2020-06-22T01:04:16.000Z,2020-12-02T13:24:06.000Z,0
PANTHEON X,XPN,pantheon-x,2020-05-13T22:59:11.000Z,2020-12-02T13:24:07.000Z,0
NuCypher,NU,nucypher,2020-10-15T06:00:00.000Z,2020-12-02T13:25:07.000Z,0
KAASO,KAASO,kaaso,2019-10-09T00:24:11.000Z,2020-12-02T13:24:06.000Z,0
EOS Force,EOSC,eos-force,2019-10-10T03:14:15.000Z,2020-12-02T13:24:06.000Z,0
QPay,QPY,qpay,2020-01-28T02:34:12.000Z,2020-12-02T13:24:07.000Z,0
PocketNode,NODE,pocketnode,2020-03-03T00:24:14.000Z,2020-12-02T13:24:06.000Z,0
1irstGold,1GOLD,1irstgold,2019-12-04T02:54:13.000Z,2020-12-02T13:24:05.000Z,0
Bancacy,BNY,bancacy,2019-10-13T18:34:14.000Z,2020-12-02T13:24:06.000Z,0
Azbit,AZ,azbit,2019-10-13T18:54:09.000Z,2020-12-02T13:24:07.000Z,0
