name,symbol,slug,first_historical_data,last_historical_data,history_has_been_saved
KanadeCoin,KNDC,kanadecoin,2018-07-03T21:49:03.000Z,2020-12-02T13:24:08.000Z,0
Cardstack,CARD,cardstack,2018-07-03T21:49:03.000Z,2020-12-02T13:24:06.000Z,0
Wowbit,WWB,wowbit,2018-07-03T21:49:03.000Z,2020-12-02T13:24:07.000Z,0
On.Live,ONL,on-live,2018-07-05T18:24:07.000Z,2020-12-02T13:24:07.000Z,0
OTCBTC Token,OTB,otcbtc-token,2018-07-05T18:24:07.000Z,2020-12-02T13:24:08.000Z,0
Coni,CONI,coni,2018-07-06T20:49:06.000Z,2020-12-02T13:24:06.000Z,0
Mainframe,MFT,mainframe,2018-07-05T16:19:04.000Z,2020-12-02T13:24:06.000Z,0
GoNetwork,GOT,gonetwork,2018-07-05T18:24:07.000Z,2020-12-02T13:24:07.000Z,0
Thrive Token,THRT,thrive-token,2018-07-05T18:24:07.000Z,2020-12-02T13:24:08.000Z,0
Project Pai,PAI,project-pai,2018-07-05T18:24:07.000Z,2020-12-02T13:24:06.000Z,0
FansTime,FTI,fanstime,2018-07-06T20:49:06.000Z,2020-12-02T13:24:07.000Z,0
POPCHAIN,PCH,popchain,2018-07-06T20:49:06.000Z,2020-12-02T13:24:07.000Z,0
SEER,SEER,seer,2018-07-06T20:49:06.000Z,2020-12-02T13:24:08.000Z,0
Essentia,ESS,essentia,2018-07-06T20:49:07.000Z,2020-12-02T13:24:06.000Z,0
Karatgold Coin,KBC,karatgold-coin,2018-07-06T20:49:07.000Z,2020-12-02T13:24:06.000Z,0
HashCoin,HSC,hashcoin,2018-07-10T01:04:18.000Z,2020-12-02T13:24:07.000Z,0
LikeCoin,LIKE,likecoin,2018-07-10T01:04:18.000Z,2020-12-02T13:24:08.000Z,0
Crowdholding,YUP,crowdholding,2018-07-10T01:04:17.000Z,2020-10-23T03:14:00.000Z,0
ORS Group,ORS,ors-group,2018-07-10T01:04:18.000Z,2020-12-02T13:24:07.000Z,0
SnowGem,XSG,snowgem,2018-07-10T01:04:18.000Z,2020-12-02T13:24:07.000Z,0
Databroker,DTX,databroker,2018-07-11T03:49:23.000Z,2020-12-02T13:24:08.000Z,0
BeeKan,BKBT,beekan,2018-07-11T03:49:23.000Z,2020-12-02T13:24:06.000Z,0
Moss Coin,MOC,moss-coin,2018-07-11T03:49:23.000Z,2020-12-02T13:24:06.000Z,0
Nimiq,NIM,nimiq,2018-07-26T15:04:30.000Z,2020-12-02T13:24:07.000Z,0
Bit-Z Token,BZ,bit-z-token,2018-07-11T03:49:23.000Z,2020-12-02T13:24:08.000Z,0
DWS,DWS,dws,2018-07-12T06:44:16.000Z,2020-12-02T13:24:07.000Z,0
0xcert,ZXC,0xcert,2018-07-12T06:44:18.000Z,2020-12-02T13:24:07.000Z,0
OneLedger,OLT,oneledger,2018-07-12T16:14:24.000Z,2020-12-02T13:24:07.000Z,0
Atonomi,ATMI,atonomi,2018-07-12T16:44:16.000Z,2020-12-02T13:24:08.000Z,0
XMCT,XMCT,xmct,2018-07-15T22:24:18.000Z,2020-12-02T13:24:07.000Z,0
FNKOS,FNKOS,fnkos,2018-07-15T22:29:21.000Z,2020-12-02T13:24:06.000Z,0
PRASM,PSM,prasm,2018-07-30T18:39:24.000Z,2020-12-02T13:24:07.000Z,0
sUSD,SUSD,susd,2018-07-13T16:04:20.000Z,2020-12-02T13:24:08.000Z,0
Truegame,TGAME,tgame,2018-07-18T01:34:14.000Z,2020-12-02T13:24:07.000Z,0
Everipedia,IQ,everipedia,2018-07-13T20:04:15.000Z,2020-12-02T13:24:07.000Z,0
No BS Crypto,NOBS,no-bs-crypto,2018-07-15T22:29:19.000Z,2020-12-02T13:24:07.000Z,0
BitMart Token,BMX,bitmart-token,2018-07-13T22:54:17.000Z,2020-12-02T13:24:08.000Z,0
BitKan,KAN,bitkan,2018-07-30T18:39:23.000Z,2020-12-02T13:24:07.000Z,0
MTC Mesh Network,MTC,mtc-mesh-network,2018-07-27T15:44:33.000Z,2020-12-02T13:24:06.000Z,0
VITE,VITE,vite,2018-07-18T01:34:15.000Z,2020-12-02T13:24:07.000Z,0
Hashgard,GARD,hashgard,2018-07-18T01:34:14.000Z,2020-12-02T13:24:09.000Z,0
CoinEx Token,CET,coinex-token,2018-10-23T23:49:28.000Z,2020-12-02T13:24:07.000Z,0
Rocket Pool,RPL,rocket-pool,2018-07-18T01:34:15.000Z,2020-12-02T13:24:07.000Z,0
Elysian,ELY,elysian,2018-07-19T16:29:18.000Z,2020-12-02T13:24:07.000Z,0
ContentBox,BOX,contentbox,2018-07-19T16:29:19.000Z,2020-12-02T13:24:08.000Z,0
Proton Token,PTT,proton-token,2018-07-19T16:29:17.000Z,2020-12-02T13:24:07.000Z,0
SoPay,SOP,sopay,2018-07-19T16:29:17.000Z,2020-12-02T13:24:06.000Z,0
Kryll,KRL,kryll,2018-07-19T16:29:18.000Z,2020-12-02T13:24:07.000Z,0
LemoChain,LEMO,lemochain,2018-07-19T16:29:17.000Z,2020-12-02T13:24:09.000Z,0
Blue Whale EXchange,BWX,blue-whale-exchange,2018-07-23T11:54:20.000Z,2020-12-02T13:24:07.000Z,0
wys Token,WYS,wys-token,2018-07-23T11:54:21.000Z,2020-10-23T03:14:00.000Z,0
Cosmo Coin,COSM,cosmo-coin,2018-07-23T11:54:20.000Z,2020-12-02T13:24:07.000Z,0
Narrative,NRVE,narrative,2018-07-23T11:54:21.000Z,2020-12-02T13:24:09.000Z,0
Olive,OLE,olive,2018-07-23T11:54:21.000Z,2020-12-02T13:24:07.000Z,0
TurtleCoin,TRTL,turtlecoin,2018-07-23T11:54:17.000Z,2020-12-02T13:24:07.000Z,0
Tourist Token,TOTO,tourist-token,2018-07-25T17:39:19.000Z,2020-12-02T13:24:07.000Z,0
Relex,RLX,relex,2018-07-25T17:39:20.000Z,2020-10-23T03:14:00.000Z,0
View,VIEW,view,2018-07-25T17:39:17.000Z,2020-12-02T13:24:07.000Z,0
VikkyToken,VIKKY,vikkytoken,2018-07-25T17:39:22.000Z,2020-12-02T13:24:07.000Z,0
Fox Trading,FOXT,fox-trading,2018-07-25T17:39:17.000Z,2020-12-02T13:24:07.000Z,0
Bridge Protocol,BRDG,bridge-protocol,2018-07-25T17:39:20.000Z,2020-12-02T13:24:09.000Z,0
Globalvillage Ecosystem,GVE,globalvillage-ecosystem,2018-07-25T17:39:24.000Z,2020-12-02T13:24:07.000Z,0
LocalCoinSwap,LCS,local-coin-swap,2018-07-25T17:44:18.000Z,2020-12-02T13:24:07.000Z,0
ZPER,ZPR,zper,2018-07-25T17:44:24.000Z,2020-12-02T13:24:07.000Z,0
Ryo Currency,RYO,ryo-currency,2018-07-27T01:29:34.000Z,2020-12-02T13:24:09.000Z,0
BitRewards,BIT,bitrewards,2018-07-25T17:44:18.000Z,2020-12-02T13:24:07.000Z,0
AceD,ACED,aced,2018-07-30T18:39:27.000Z,2020-12-02T13:24:07.000Z,0
Linfinity,LFC,linfinity,2018-07-27T01:29:34.000Z,2020-12-02T13:24:07.000Z,0
WABnetwork,WAB,wabnetwork,2018-07-27T01:29:34.000Z,2020-12-02T13:24:09.000Z,0
Consentium,CSM,consentium,2018-07-27T01:29:34.000Z,2020-12-02T13:24:07.000Z,0
MVL,MVL,mvl,2018-07-27T01:29:34.000Z,2020-12-02T13:24:07.000Z,0
Newton Coin Project,NCP,newton-coin-project,2018-07-27T01:29:34.000Z,2020-12-02T13:24:07.000Z,0
DACC,DACC,dacc,2018-07-27T01:29:35.000Z,2020-12-02T13:24:09.000Z,0
ThingsOperatingSystem,TOS,thingsoperatingsystem,2018-07-27T02:09:33.000Z,2020-12-02T13:24:07.000Z,0
Pigeoncoin,PGN,pigeoncoin,2018-07-30T18:39:27.000Z,2020-12-02T13:24:07.000Z,0
STASIS EURO,EURS,stasis-euro,2018-07-30T18:44:22.000Z,2020-12-02T13:24:07.000Z,0
EXMR FDN,EXMR,exmr-fdn,2018-08-01T19:09:24.000Z,2020-12-02T13:24:09.000Z,0
NIX,NIX,nix,2018-07-28T19:09:34.000Z,2020-12-02T13:24:07.000Z,0
Apollo Currency,APL,apollo-currency,2018-07-28T19:09:35.000Z,2020-12-02T13:24:07.000Z,0
HorusPay,HORUS,horuspay,2018-07-30T18:44:18.000Z,2020-12-02T13:24:07.000Z,0
Bitcoin File,BIFI,bitcoin-file,2018-07-28T20:14:31.000Z,2020-12-02T13:24:09.000Z,0
Vexanium,VEX,vexanium,2018-07-31T17:19:20.000Z,2020-12-02T13:24:07.000Z,0
Hdac,HDAC,hdac,2018-08-01T19:09:27.000Z,2020-12-02T13:24:07.000Z,0
KWHCoin,KWH,kwhcoin,2018-08-01T19:09:25.000Z,2020-12-02T13:24:07.000Z,0
Master Contract Token,MCT,master-contract-token,2018-07-31T17:19:22.000Z,2020-12-02T13:24:09.000Z,0
Volt,ACDC,volt,2018-07-31T17:19:29.000Z,2020-12-02T13:24:07.000Z,0
Niobio Cash,NBR,niobio-cash,2018-07-31T17:19:26.000Z,2020-12-02T13:24:07.000Z,0
Vivid Coin,VIVID,vivid-coin,2018-08-01T19:09:29.000Z,2020-12-02T13:24:08.000Z,0
Coinsuper Ecosystem Network,CEN,coinsuper-ecosystem-network,2018-10-23T23:49:23.000Z,2020-12-02T13:24:09.000Z,0
BitScreener Token,BITX,bitscreener-token,2018-07-31T18:39:23.000Z,2020-12-02T13:24:07.000Z,0
VeThor Token,VTHO,vethor-token,2018-07-30T19:19:28.000Z,2020-12-02T13:24:07.000Z,0
PRiVCY,PRIV,privcy,2018-07-31T18:39:23.000Z,2020-12-02T13:24:07.000Z,0
RightMesh,RMESH,rightmesh,2018-08-01T19:09:25.000Z,2020-10-23T03:14:00.000Z,0
Brickblock,BBK,brickblock,2018-08-01T19:09:25.000Z,2020-10-23T03:14:00.000Z,0
NeuroChain,NCC,neurochain,2018-08-01T19:09:25.000Z,2020-12-02T13:24:07.000Z,0
Kalkulus,KLKS,kalkulus,2018-08-01T19:09:26.000Z,2020-12-02T13:24:08.000Z,0
BHPCoin,BHP,bhp-coin,2018-08-03T19:24:29.000Z,2020-12-02T13:24:10.000Z,0
ZMINE,ZMN,zmine,2018-08-01T19:24:18.000Z,2020-12-02T13:24:07.000Z,0
Semux,SEM,semux,2018-08-02T21:54:25.000Z,2020-12-02T13:24:07.000Z,0
Arionum,ARO,arionum,2018-08-01T21:04:22.000Z,2020-12-02T13:24:07.000Z,0
IOV BlockChain,IOV,iov-blockchain,2018-07-31T18:39:24.000Z,2020-12-02T13:24:10.000Z,0
Webcoin,WEB,webcoin,2018-08-02T21:54:25.000Z,2020-12-02T13:24:07.000Z,0
Zel,ZEL,zel,2018-08-02T21:54:27.000Z,2020-12-02T13:24:07.000Z,0
CanonChain,CZR,cononchain,2018-07-31T19:09:22.000Z,2020-12-02T13:24:08.000Z,0
UltraNote Coin,XUN,ultranote-coin,2018-08-03T19:19:23.000Z,2020-12-02T13:24:10.000Z,0
Dystem,DTEM,dystem,2018-08-03T19:24:28.000Z,2020-12-02T13:24:07.000Z,0
Bitblocks,BBK,bitblocks,2018-08-03T19:24:29.000Z,2020-12-02T13:24:07.000Z,0
GoCrypto Token,GOC,gocrypto-token,2018-08-03T19:24:23.000Z,2020-12-02T13:24:07.000Z,0
YOU COIN,YOU,you-coin,2018-08-01T19:44:26.000Z,2020-12-02T13:24:10.000Z,0
DACSEE,DACS,dacsee,2018-08-02T21:59:13.000Z,2020-12-02T13:24:07.000Z,0
EBCoin,EBC,ebcoin,2018-08-03T19:24:24.000Z,2020-12-02T13:24:07.000Z,0
Thore Cash,TCH,thore-cash,2018-08-06T20:59:25.000Z,2020-12-02T13:24:08.000Z,0
Yuan Chain Coin,YCC,yuan-chain-coin,2018-08-02T21:54:27.000Z,2020-12-02T13:24:11.000Z,0
Promotion Coin,PC,promotion-coin,2018-08-02T21:59:15.000Z,2020-12-02T13:24:07.000Z,0
Vitae,VITAE,vitae,2018-08-14T22:29:38.000Z,2020-12-02T13:24:07.000Z,0
ICE ROCK MINING,ROCK2,ice-rock-mining,2018-08-07T22:29:24.000Z,2020-12-02T13:24:08.000Z,0
BitCapitalVendor,BCV,bitcapitalvendor,2018-08-02T21:54:25.000Z,2020-12-02T13:24:10.000Z,0
XTRD,XTRD,xtrd,2018-08-02T21:59:15.000Z,2020-10-23T03:14:00.000Z,0
BitcoiNote,BTCN,bitcoinote,2018-08-02T21:59:17.000Z,2020-12-02T13:24:07.000Z,0
Litex,LXT,litex,2018-08-02T21:59:16.000Z,2020-12-02T13:24:08.000Z,0
EUNO,EUNO,euno,2018-08-03T19:19:21.000Z,2020-12-02T13:24:11.000Z,0
Esports Token,EST,esports-token,2018-08-03T19:19:25.000Z,2020-12-02T13:24:02.000Z,0
Experience Token,EXT,experience-token,2018-08-03T19:24:28.000Z,2020-12-02T13:24:02.000Z,0
Endorsit,EDS,endorsit,2018-08-03T19:24:25.000Z,2020-12-02T13:24:02.000Z,0
VeChain,VET,vechain,2018-08-03T17:04:23.000Z,2020-12-02T13:24:02.000Z,0
Kind Ads Token,KIND,kind-ads-token,2018-08-03T18:59:26.000Z,2020-12-02T13:24:02.000Z,0
X8X Token,X8X,x8x-token,2018-08-06T21:04:20.000Z,2020-12-02T13:24:02.000Z,0
Commercium,CMM,commercium,2018-08-07T22:29:23.000Z,2020-12-02T13:24:02.000Z,0
Omnitude,ECOM,omnitude,2018-08-06T21:04:18.000Z,2020-12-02T13:24:02.000Z,0
VINchain,VIN,vinchain,2018-08-06T21:09:20.000Z,2020-12-02T13:24:02.000Z,0
LINA,LINA,lina,2018-08-07T22:29:24.000Z,2020-12-02T13:24:02.000Z,0
INO COIN,INO,ino-coin,2018-08-06T21:24:24.000Z,2020-12-02T13:24:02.000Z,0
Kora Network Token,KNT,kora-network-token,2018-08-06T21:24:26.000Z,2020-12-02T13:24:02.000Z,0
CROAT,CROAT,croat,2018-08-06T21:24:24.000Z,2020-12-02T13:24:02.000Z,0
Wiki Token,WIKI,wiki-token,2018-08-07T22:34:26.000Z,2020-12-02T13:24:02.000Z,0
Sapien,SPN,sapien,2018-08-07T00:34:34.000Z,2020-12-02T13:24:02.000Z,0
Nuggets,NUG,nuggets,2018-08-07T22:34:25.000Z,2020-12-02T13:24:02.000Z,0
BBSCoin,BBS,bbscoin,2018-08-30T02:04:17.000Z,2020-12-02T13:24:02.000Z,0
Scorum Coins,SCR,scorum-coins,2018-08-07T22:34:25.000Z,2020-12-02T13:24:02.000Z,0
Niobium Coin,NBC,niobium-coin,2018-08-06T20:59:26.000Z,2020-12-02T13:24:02.000Z,0
Pundi X NEM,NPXSXEM,pundi-x-nem,2018-08-07T22:34:26.000Z,2020-12-02T13:24:02.000Z,0
XOVBank,XOV,xovbank,2018-08-06T21:14:19.000Z,2020-12-02T13:24:02.000Z,0
Lynx,LYNX,lynx,2018-08-06T21:19:26.000Z,2020-12-02T13:24:02.000Z,0
OptiToken,OPTI,optitoken,2018-08-07T22:34:27.000Z,2020-12-02T13:24:02.000Z,0
Giant,GIC,giant-coin,2018-08-07T23:24:23.000Z,2020-12-02T13:24:02.000Z,0
NewsToken,NEWOS,newstoken,2018-08-08T16:49:24.000Z,2020-12-02T13:24:02.000Z,0
Bitnation,XPAT,bitnation,2018-08-07T22:34:27.000Z,2020-12-02T13:24:02.000Z,0
Maximine Coin,MXM,maximine-coin,2018-08-07T22:39:28.000Z,2020-12-02T13:24:02.000Z,0
Insight Chain,INB,insight-chain,2018-08-08T16:49:26.000Z,2020-12-02T13:24:02.000Z,0
Social Lending Token,SLT,social-lending-token,2018-08-07T22:39:22.000Z,2020-12-02T13:24:02.000Z,0
Graviocoin,GIO,graviocoin,2018-08-07T23:34:21.000Z,2020-12-02T13:24:02.000Z,0
Alchemint Standards,SDS,alchemint-standards,2018-08-09T23:19:24.000Z,2020-12-02T13:24:02.000Z,0
OWNDATA,OWN,owndata,2018-08-08T16:49:23.000Z,2020-12-02T13:24:03.000Z,0
IGToken,IG,igtoken,2018-08-09T23:14:26.000Z,2020-12-02T13:24:02.000Z,0
GSENetwork,GSE,gsenetwork,2018-08-08T18:39:25.000Z,2020-12-02T13:24:02.000Z,0
XDNA,XDNA,xdna,2018-08-09T23:14:24.000Z,2020-12-02T13:24:02.000Z,0
ProximaX,XPX,proximax,2018-08-09T00:14:17.000Z,2020-12-02T13:24:03.000Z,0
Themis,GET,themis,2018-08-09T23:24:23.000Z,2020-12-02T13:24:02.000Z,0
SiaCashCoin,SCC,siacashcoin,2018-08-09T23:14:24.000Z,2020-12-02T13:24:02.000Z,0
Nyerium,NYEX,nyerium,2018-08-09T23:14:27.000Z,2020-12-02T13:24:02.000Z,0
Thingschain,TIC,thingschain,2018-08-09T23:14:25.000Z,2020-12-02T13:24:03.000Z,0
EtherGem,EGEM,ethergem,2018-08-09T23:14:29.000Z,2020-12-02T13:24:02.000Z,0
Arepacoin,AREPA,arepacoin,2018-08-09T23:14:26.000Z,2020-12-02T13:24:03.000Z,0
CEDEX Coin,CEDEX,cedex-coin,2018-08-10T20:29:27.000Z,2020-12-02T13:24:02.000Z,0
MEET.ONE,MEETONE,meetone,2018-08-10T20:29:26.000Z,2020-12-02T13:24:03.000Z,0
KARMA,KARMA,karma-eos,2018-08-10T20:29:27.000Z,2020-12-02T13:24:02.000Z,0
Noku,NOKU,noku,2018-08-10T20:29:27.000Z,2020-12-02T13:24:02.000Z,0
DxChain Token,DX,dxchain-token,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
Ubex,UBEX,ubex,2018-08-13T20:04:34.000Z,2020-12-02T13:24:03.000Z,0
Blockpass,PASS,blockpass,2018-08-10T20:24:27.000Z,2020-12-02T13:24:03.000Z,0
BaaSid,BAAS,baasid,2018-08-10T20:24:30.000Z,2020-12-02T13:24:03.000Z,0
ThoreCoin,THR,thorecoin,2018-08-10T20:29:30.000Z,2020-12-02T13:24:03.000Z,0
CyberFM,CYFM,cyberfm,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
HYCON,HYC,hycon,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
MetaMorph,METM,metamorph,2018-08-13T20:09:32.000Z,2020-12-02T13:24:03.000Z,0
Netkoin,NTK,netkoin,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
Akroma,AKA,akroma,2018-08-10T22:09:29.000Z,2020-12-02T13:24:03.000Z,0
Obitan Chain,OBTC,obitan-chain,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
Twinkle,TKT,twinkle,2018-08-13T20:09:32.000Z,2020-12-02T13:24:03.000Z,0
Davinci Coin,DAC,davinci-coin,2018-08-13T20:09:34.000Z,2020-12-02T13:24:03.000Z,0
Quant,QNT,quant,2018-08-10T20:29:27.000Z,2020-12-02T13:24:03.000Z,0
Airbloc,ABL,airbloc,2018-08-13T20:04:34.000Z,2020-12-02T13:24:03.000Z,0
ZCore,ZCR,zcore,2018-08-13T20:44:31.000Z,2020-12-02T13:24:03.000Z,0
Apollon,XAP,apollon,2018-08-13T20:54:31.000Z,2020-12-02T13:24:03.000Z,0
savedroid,SVD,savedroid,2018-08-13T21:24:38.000Z,2020-10-23T03:14:00.000Z,0
YoloCash,YLC,yolocash,2018-08-13T23:39:32.000Z,2020-12-02T13:24:03.000Z,0
PumaPay,PMA,pumapay,2018-08-13T23:39:32.000Z,2020-12-02T13:24:03.000Z,0
Arion,ARION,arion,2018-08-13T23:39:32.000Z,2020-12-02T13:24:03.000Z,0
Bitcoin Incognito,XBI,bitcoin-incognito,2018-08-13T23:49:32.000Z,2020-12-02T13:24:03.000Z,0
FarmaTrust,FTT,farmatrust,2018-08-14T22:34:33.000Z,2020-12-02T13:24:03.000Z,0
Hybrid Block,HYB,hybrid-block,2018-08-14T22:34:34.000Z,2020-10-23T03:14:00.000Z,0
HeartBout,HB,heartbout,2018-08-14T22:34:35.000Z,2020-12-02T13:24:03.000Z,0
Maro,MARO,maro,2018-08-14T22:34:34.000Z,2020-12-02T13:24:03.000Z,0
Seal Network,SEAL,seal-network,2018-08-16T17:54:45.000Z,2020-10-23T03:14:00.000Z,0
Arbidex,ABX,arbidex,2018-08-16T17:54:42.000Z,2020-12-02T13:24:03.000Z,0
Compound Coin,COMP,compound-coin,2018-08-16T17:54:43.000Z,2020-12-02T13:24:03.000Z,0
ShowHand,HAND,showhand,2018-08-16T17:54:42.000Z,2020-12-02T13:24:03.000Z,0
HitChain,HIT,hitchain,2018-08-16T17:54:42.000Z,2020-12-02T13:24:03.000Z,0
Gold Poker,GPKR,gold-poker,2018-08-16T17:54:42.000Z,2020-12-02T13:24:03.000Z,0
Zen Protocol,ZP,zen-protocol,2018-08-20T15:44:50.000Z,2020-12-02T13:24:03.000Z,0
SuperEdge,ECT,superedge,2018-08-20T15:39:50.000Z,2020-12-02T13:24:03.000Z,0
Mainstream For The Underground,MFTU,mainstream-for-the-underground,2018-08-16T17:49:39.000Z,2020-12-02T13:24:03.000Z,0
DPRating,RATING,dprating,2018-08-20T15:44:47.000Z,2020-12-02T13:24:03.000Z,0
Credit Tag Chain,CTC,credit-tag-chain,2018-08-22T22:14:29.000Z,2020-12-02T13:24:03.000Z,0
KNOW,KNOW,know,2018-08-24T02:59:31.000Z,2020-12-02T13:24:03.000Z,0
KingXChain,KXC,kingxchain,2018-08-22T22:14:29.000Z,2020-12-02T13:24:03.000Z,0
Cashbery Coin,CBC,cashbery-coin,2018-08-22T22:14:29.000Z,2020-12-02T13:24:03.000Z,0
Nasdacoin,NSD,nasdacoin,2018-08-22T22:14:32.000Z,2020-12-02T13:24:03.000Z,0
Lobstex,LOBS,lobstex,2018-08-22T22:14:30.000Z,2020-12-02T13:24:03.000Z,0
VeriDocGlobal,VDG,veridocglobal,2018-08-22T22:14:29.000Z,2020-12-02T13:24:03.000Z,0
YUKI,YUKI,yuki,2018-08-24T02:59:30.000Z,2020-12-02T13:24:03.000Z,0
4NEW,KWATT,4new,2018-08-22T22:14:30.000Z,2020-12-02T13:24:03.000Z,0
MIB Coin,MIB,mib-coin,2018-09-04T14:54:19.000Z,2020-12-02T13:24:03.000Z,0
Gentarium,GTM,gentarium,2018-08-24T02:59:34.000Z,2020-12-02T13:24:03.000Z,0
DeltaChain,DELTA,delta-chain,2018-08-24T02:59:31.000Z,2020-12-02T13:24:03.000Z,0
Ontology Gas,ONG,ontology-gas,2018-08-23T22:34:32.000Z,2020-12-02T13:24:03.000Z,0
Energi,NRG,energi,2018-08-24T02:59:29.000Z,2020-12-02T13:24:03.000Z,0
FUTURAX,FTXT,futurax,2018-08-24T02:59:29.000Z,2020-12-02T13:24:03.000Z,0
DAV Coin,DAV,dav-coin,2018-08-24T02:59:28.000Z,2020-12-02T13:24:03.000Z,0
Bionic,BNC,bionic,2018-08-28T15:59:20.000Z,2020-12-02T13:24:03.000Z,0
DOWCOIN,DOW,dowcoin,2018-08-28T15:59:19.000Z,2020-12-02T13:24:03.000Z,0
Qubitica,QBIT,qubitica,2018-08-28T15:59:19.000Z,2020-12-02T13:24:03.000Z,0
BitNewChain,BTN,bitnewchain,2018-08-28T15:59:20.000Z,2020-12-02T13:24:03.000Z,0
Traceability Chain,TAC,traceability-chain,2018-08-28T15:59:21.000Z,2020-12-02T13:24:03.000Z,0
Centaure,CEN,centaure,2018-08-28T15:59:18.000Z,2020-12-02T13:24:03.000Z,0
VULCANO,VULC,vulcano,2018-08-28T15:49:23.000Z,2020-12-02T13:24:03.000Z,0
Blockchain Quotations Index Token,BQT,blockchain-quotations-index-token,2018-08-30T01:59:25.000Z,2020-12-02T13:24:03.000Z,0
Staker,STR,staker,2018-08-30T01:59:22.000Z,2020-12-02T13:24:03.000Z,0
Ulord,UT,ulord,2018-09-07T03:04:26.000Z,2020-12-02T13:24:03.000Z,0
Xriba,XRA,xriba,2018-08-30T01:59:24.000Z,2020-12-02T13:24:03.000Z,0
ABCC Token,AT,abcc-token,2018-10-23T23:54:21.000Z,2020-12-02T13:24:03.000Z,0
FortKnoxster,FKX,fortknoxster,2018-08-30T01:59:23.000Z,2020-12-02T13:24:03.000Z,0
Beetle Coin,BEET,beetle-coin,2018-09-07T03:04:21.000Z,2020-12-02T13:24:03.000Z,0
Moneytoken,IMT,moneytoken,2018-08-30T21:04:24.000Z,2020-12-02T13:24:03.000Z,0
Fire Lotto,FLOT,fire-lotto,2018-09-05T19:39:26.000Z,2020-12-02T13:24:03.000Z,0
AiLink Token,ALI,ailink-token,2018-09-05T19:39:24.000Z,2020-12-02T13:24:03.000Z,0
Usechain Token,USE,usechain-token,2018-09-05T19:39:25.000Z,2020-12-02T13:24:03.000Z,0
ParkinGo,GOT,parkingo,2018-09-07T03:04:21.000Z,2020-12-02T13:24:03.000Z,0
ShineChain,SHE,shinechain,2018-09-07T03:04:21.000Z,2020-12-02T13:24:03.000Z,0
eosBLACK,BLACK,eosblack,2018-09-07T03:04:22.000Z,2020-12-02T13:24:03.000Z,0
Mirai,MRI,mirai,2018-09-07T20:49:24.000Z,2020-12-02T13:24:03.000Z,0
CyberMusic,CYMT,cybermusic,2018-09-07T20:49:25.000Z,2020-12-02T13:24:03.000Z,0
Bitether,BTR,bitether,2018-09-07T20:49:22.000Z,2020-12-02T13:24:03.000Z,0
GazeCoin,GZE,gazecoin,2018-09-07T20:49:22.000Z,2020-12-02T13:24:03.000Z,0
BitUP Token,BUT,bitup-token,2018-09-07T20:49:22.000Z,2020-12-02T13:24:03.000Z,0
YouLive Coin,UC,youlive-coin,2018-09-11T00:04:22.000Z,2020-12-02T13:24:03.000Z,0
AMO Coin,AMO,amo-coin,2018-09-11T00:04:19.000Z,2020-12-02T13:24:03.000Z,0
EvenCoin,EVN,evencoin,2018-09-11T00:04:21.000Z,2020-12-02T13:24:03.000Z,0
Dinero,DIN,dinero,2018-09-11T02:09:28.000Z,2020-12-02T13:24:03.000Z,0
Digital Insurance Token,DIT,digital-insurance-token,2018-09-11T23:24:23.000Z,2020-12-02T13:24:03.000Z,0
Havy,HAVY,havy,2018-09-11T23:24:23.000Z,2020-12-02T13:24:03.000Z,0
Carebit,CARE,carebit,2018-09-11T23:24:23.000Z,2020-12-02T13:24:03.000Z,0
Ether Kingdoms Token,IMP,ether-kingdoms-token,2018-09-12T21:59:16.000Z,2020-12-02T13:24:03.000Z,0
IQ.cash,IQ,iqcash,2018-09-12T21:59:17.000Z,2020-12-02T13:24:03.000Z,0
SaveNode,SNO,savenode,2018-09-12T21:59:17.000Z,2020-12-02T13:24:03.000Z,0
vSportCoin,VSC,vsportcoin,2018-09-12T21:59:17.000Z,2020-12-02T13:24:03.000Z,0
PENG,PENG,peng,2018-09-12T21:59:17.000Z,2020-12-02T13:24:03.000Z,0
Rotharium,RTH,rotharium,2018-09-12T21:59:16.000Z,2020-12-02T13:24:03.000Z,0
RealTract,RET,realtract,2018-09-13T22:59:23.000Z,2020-12-02T13:24:03.000Z,0
Ti-Value,TV,ti-value,2018-09-13T22:59:15.000Z,2020-12-02T13:24:03.000Z,0
Birake,BIR,birake,2018-09-13T22:59:15.000Z,2020-12-02T13:24:04.000Z,0
MEX,MEX,mex,2018-09-13T22:59:16.000Z,2020-12-02T13:24:03.000Z,0
Abulaba,AAA,abulaba,2018-09-14T19:19:20.000Z,2020-12-02T13:24:03.000Z,0
BitCoen,BEN,bitcoen,2018-09-14T19:19:19.000Z,2020-12-02T13:24:03.000Z,0
Bitcoin Adult,BTAD,bitcoin-adult,2018-09-14T19:19:20.000Z,2020-12-02T13:24:04.000Z,0
BUMO,BU,bumo,2018-09-14T19:19:20.000Z,2020-12-02T13:24:03.000Z,0
